nama_jabatan;jf_id;sub_jabatan_id;sub_jabatan_nama;rekom
Pengendali Ekosistem Hutan Mahir;A5EB03E23EA9F6A0E040640A040252AD;;Pengendali Ekosistem Hutan;79
Pengendali Ekosistem Hutan Terampil;A5EB03E23EAAF6A0E040640A040252AD;;Pengendali Ekosistem Hutan;107
Pengendali Ekosistem Hutan Pemula;A5EB03E23E48F6A0E040640A040252AD;;Pengendali Ekosistem Hutan;90
Penyuluh Kehutanan;;A418D76E13ABB891E040640A04021940;;1558
Penyuluh Kehutanan Ahli Utama;ff8080813a0b828a013a0c3b951c3ce1;;Penyuluh Kehutanan;15
Penyuluh Kehutanan Ahli Madya;A5EB03E24069F6A0E040640A040252AD;;Penyuluh Kehutanan;72
Penyuluh Kehutanan  Muda;A5EB03E2406AF6A0E040640A040252AD;;Penyuluh Kehutanan;167
Penyuluh Kehutanan Ahli Pertama;A5EB03E2406BF6A0E040640A040252AD;;Penyuluh Kehutanan;248
Penyuluh Kehutanan Penyelia;A5EB03E2406CF6A0E040640A040252AD;;Penyuluh Kehutanan;203
Penyuluh Kehutanan Mahir;A5EB03E2406DF6A0E040640A040252AD;;Penyuluh Kehutanan;242
Penyuluh Kehutanan Terampil;A5EB03E2406EF6A0E040640A040252AD;;Penyuluh Kehutanan;271
Penyuluh Kehutanan Pemula;AB65D35887AAB411E050640A2A03786B;;Penyuluh Kehutanan;340
Pustakawan;;A418D76E1A67B891E040640A04021940;;1468
Pustakawan Ahli Utama;A5EB03E23FB1F6A0E040640A040252AD;;Pustakawan;5
Pustakawan Ahli Madya;A5EB03E23FD7F6A0E040640A040252AD;;Pustakawan;7
Pustakawan Ahli Muda;A5EB03E23FB2F6A0E040640A040252AD;;Pustakawan;726
Pustakawan Ahli Pertama;A5EB03E23F86F6A0E040640A040252AD;;Pustakawan;730
Asisten Pustakawan;;ff8080814b499c49014b53b28ab45495;;1442
Pustakawan Penyelia;A5EB03E23F87F6A0E040640A040252AD;;Asisten Pustakawan;4
Pustakawan Mahir;A5EB03E23FB3F6A0E040640A040252AD;;Asisten Pustakawan;714
Pustakawan Terampil;A5EB03E23FB4F6A0E040640A040252AD;;Asisten Pustakawan;724
Penggerak Swadaya Masyarakat;;A418D76E0CDAB891E040640A04021940;;33
Penggerak Swadaya Masyarakat Ahli Utama;ADC33FF0469079EDE050640A290369C9;;Penggerak Swadaya Masyarakat;0
Penggerak Swadaya Masyarakat Ahli Madya;A5EB03E23F1FF6A0E040640A040252AD;;Penggerak Swadaya Masyarakat;6
Penggerak Swadaya Masyarakat Ahli Muda;A5EB03E23F1AF6A0E040640A040252AD;;Penggerak Swadaya Masyarakat;15
Penggerak Swadaya Masyarakat Ahli Pertama;A5EB03E23F20F6A0E040640A040252AD;;Penggerak Swadaya Masyarakat;12
Penggerak Swadaya Masyarakat Terampil;A5EB03E23F23F6A0E040640A040252AD;;Penggerak Swadaya Masyarakat;0
Teknik Pengairan;;ff80808141007d28014101c126dd07f6;;72
Teknik Pengairan Ahli Utama;A5EB03E23F23F6A0E040640A040252AD;;Teknik Pengairan;0
Teknik Pengairan Ahli Madya;A5EB03E23EDFF6A0E040640A040252AD;;Teknik Pengairan;8
Teknik Pengairan Ahli Muda;A5EB03E23EE0F6A0E040640A040252AD;;Teknik Pengairan;24
Teknik Pengairan Ahli Pertama;A5EB03E23EE1F6A0E040640A040252AD;;Teknik Pengairan;40
(Dokter Gigi)Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial;;37;;20
Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial Ahli Utama;A5EB03E24047F6A0E040640A040252AD;;Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial;3
Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial Ahli Madya;A5EB03E24048F6A0E040640A040252AD;;Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial;3
Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial Ahli Muda ;A5EB03E24049F6A0E040640A040252AD;;Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial;7
Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial Ahli Pertama ;A5EB03E2404AF6A0E040640A040252AD;;Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial;7
(Dokter Gigi)Dokter Gigi Spesialis Kedokteran Gigi Anak (Pedodontik);;38;;12
(Dokter)Dokter Sub Spesialis Anak- Endokrinologi Ahli Utama;A5EB03E24047F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Endokrinologi;2
(Dokter)Dokter Sub Spesialis Anak- Endokrinologi Ahli Madya;A5EB03E24048F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Endokrinologi;2
(Dokter)Dokter Sub Spesialis Anak- Endokrinologi Ahli Muda;A5EB03E24049F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Endokrinologi;4
(Dokter)Dokter Sub Spesialis Anak- EndokrinologiAhli Pertama;A5EB03E2404AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Endokrinologi;4
(Dokter)Dokter Spesialis Anak;;2;;84
(Dokter)Dokter Spesialis Anak Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Anak;9
(Dokter)Dokter Spesialis Anak Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Anak;16
(Dokter)Dokter Spesialis Anak Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Anak;29
(Dokter)Dokter Spesialis Anak Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Anak;30
(Dokter)Dokter Spesialis Andrologi;;3;;4
(Dokter)Dokter Spesialis Andrologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Andrologi;1
(Dokter)Dokter Spesialis Andrologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Andrologi;1
(Dokter)Dokter Spesialis Andrologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Andrologi;1
(Dokter)Dokter Spesialis Andrologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Andrologi;1
(Dokter)Dokter Spesialis Anestesiologi dan Terapi Intensif;;4;;0
(Dokter)Dokter Spesialis Anestesiologi dan Terapi Intensif Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Anestesiologi dan Terapi Intensif;0
(Dokter)Dokter Spesialis Anestesiologi dan Terapi Intensif Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Anestesiologi dan Terapi Intensif;0
(Dokter)Dokter Spesialis Anestesiologi dan Terapi Intensif Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Anestesiologi dan Terapi Intensif;0
(Dokter)Dokter Spesialis Anestesiologi dan Terapi Intensif Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Anestesiologi dan Terapi Intensif;0
(Dokter)Dokter Spesialis Bedah;;5;;0
(Dokter)Dokter Spesialis Bedah Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah;0
(Dokter)Dokter Spesialis Bedah Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah;0
(Dokter)Dokter Spesialis Bedah Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah;0
(Dokter)Dokter Spesialis Bedah Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah;0
(Dokter)Dokter Spesialis Bedah Anak;;874;;13
(Dokter)Dokter Spesialis Bedah Anak  Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Anak;2
(Dokter)Dokter Spesialis Bedah Anak Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Anak;2
(Dokter)Dokter Spesialis Bedah Anak Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Anak;4
(Dokter)Dokter Spesialis Bedah Anak Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Anak;5
(Dokter)Dokter Spesialis Bedah Plastik Rekonstruksi dan Estetis;;10;;26
 (Dokter)Dokter Spesialis Bedah Plastik Rekonstruksi dan Estetis Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Plastik Rekonstruksi dan Estetis;1
(Dokter)Dokter Spesialis Bedah Plastik Rekonstruksi dan Estetis Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Plastik Rekonstruksi dan Estetis;1
(Dokter)Dokter Spesialis Bedah Plastik Rekonstruksi dan Estetis Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Plastik Rekonstruksi dan Estetis;8
(Dokter)Dokter Spesialis Bedah Plastik Rekonstruksi dan Estetis Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Plastik Rekonstruksi dan Estetis;16
(Dokter)Dokter Spesialis Bedah Saraf;;11;;0
(Dokter)Dokter Spesialis Bedah Saraf Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Saraf;0
(Dokter)Dokter Spesialis Bedah Saraf Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Saraf;0
(Dokter)Dokter Spesialis Bedah Saraf Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Saraf;0
(Dokter)Dokter Spesialis Bedah Saraf Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Saraf;0
(Dokter)Dokter Spesialis Bedah Toraks Kardiovaskular;;12;;0
(Dokter)Dokter Spesialis Bedah Toraks Kardiovaskular  Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Toraks Kardiovaskular;0
(Dokter)Dokter Spesialis Bedah Toraks Kardiovaskular Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Toraks Kardiovaskular;0
(Dokter)Dokter Spesialis Bedah Toraks Kardiovaskular Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Toraks Kardiovaskular;0
(Dokter)Dokter Spesialis Bedah Toraks Kardiovaskular Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Bedah Toraks Kardiovaskular;0
(Dokter)Dokter Spesialis Dermatologi dan Venereologi;;23;;86
(Dokter)Dokter Spesialis Dermatologi dan Venereologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Dermatologi dan Venereologi;17
(Dokter)Dokter Spesialis Dermatologi dan Venereologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Dermatologi dan Venereologi;20
(Dokter)Dokter Spesialis Dermatologi dan Venereologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Dermatologi dan Venereologi;25
(Dokter)Dokter Spesialis Dermatologi dan Venereologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Dermatologi dan Venereologi;24
(Dokter)Dokter Spesialis Emergency Medic (Kedaruratan Medik);;17;;7
(Dokter)Dokter Spesialis Emergency Medic (Kedaruratan Medik) Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Emergency Medic (Kedaruratan Medik);0
(Dokter)Dokter Spesialis Emergency Medic (Kedaruratan Medik) Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Emergency Medic (Kedaruratan Medik);0
(Dokter)Dokter Spesialis Emergency Medic (Kedaruratan Medik)  Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Emergency Medic (Kedaruratan Medik);3
(Dokter)Dokter Spesialis Emergency Medic (Kedaruratan Medik) Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Emergency Medic (Kedaruratan Medik);4
(Dokter)Dokter Spesialis Gizi Klinik;;875;;10
(Dokter)Dokter Spesialis Gizi Klinik Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Gizi Klinik;1
(Dokter)Dokter Spesialis Gizi Klinik Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Gizi Klinik;1
(Dokter)Dokter Spesialis Gizi KlinikAhli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Gizi Klinik;5
(Dokter)Dokter Spesialis Gizi Klinik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Gizi Klinik;3
(Dokter)Dokter Spesialis Jantung dan Pembuluh Darah;;15;;72
(Dokter)Dokter Spesialis Jantung dan Pembuluh Darah Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Jantung dan Pembuluh Darah;8
(Dokter)Dokter Spesialis Jantung dan Pembuluh Darah Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Jantung dan Pembuluh Darah;12
(Dokter)Dokter Spesialis Jantung dan Pembuluh Darah Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Jantung dan Pembuluh Darah;25
(Dokter)Dokter Spesialis Jantung dan Pembuluh Darah Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Jantung dan Pembuluh Darah;27
(Dokter)Dokter Spesialis Kedokteran Fisik dan Rehabilitasi;;32;;53
(Dokter)Dokter Spesialis Kedokteran Fisik dan Rehabilitasi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Fisik dan Rehabilitasi;5
(Dokter)Dokter Spesialis Kedokteran Fisik dan Rehabilitasi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Fisik dan Rehabilitasi;9
(Dokter)Dokter Spesialis Kedokteran Fisik dan Rehabilitasi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Fisik dan Rehabilitasi;17
(Dokter)Dokter Spesialis Kedokteran Fisik dan Rehabilitasi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Fisik dan Rehabilitasi;22
(Dokter)Dokter Spesialis Kedokteran Forensik & Medikolegal;;18;;19
(Dokter)Dokter Spesialis Kedokteran Forensik & Medikolegal Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Forensik & Medikolegal;3
(Dokter)Dokter Spesialis Kedokteran Forensik & Medikolegal Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Forensik & Medikolegal;4
(Dokter)Dokter Spesialis Kedokteran Forensik & Medikolegal Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Forensik & Medikolegal;7
(Dokter)Dokter Spesialis Kedokteran Forensik & Medikolegal Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Forensik & Medikolegal;5
(Dokter)Dokter Spesialis Kedokteran Jiwa atau Psikiatri;;22;;69
(Dokter)Dokter Spesialis Kedokteran Jiwa atau Psikiatri Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Jiwa atau Psikiatri;11
(Dokter)Dokter Spesialis Kedokteran Jiwa atau Psikiatri Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Jiwa atau Psikiatri;16
(Dokter)Dokter Spesialis Kedokteran Jiwa atau Psikiatri Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Jiwa atau Psikiatri;17
(Dokter)Dokter Spesialis Kedokteran Jiwa atau Psikiatri Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Jiwa atau Psikiatri;25
(Dokter)Dokter Spesialis Kedokteran Nuklir;;19;;18
(Dokter)Dokter Spesialis Kedokteran Nuklir Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Nuklir;4
(Dokter)Dokter Spesialis Kedokteran Nuklir Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Nuklir;4
(Dokter)Dokter Spesialis Kedokteran Nuklir Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Nuklir;6
(Dokter)Dokter Spesialis Kedokteran Nuklir Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Kedokteran Nuklir;4
(Dokter)Dokter Spesialis Mata;;24;;78
(Dokter)Dokter Spesialis Mata Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Mata;9
(Dokter)Dokter Spesialis Mata Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Mata;10
(Dokter)Dokter Spesialis Mata Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Mata;29
(Dokter)Dokter Spesialis Mata Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Mata;30
(Dokter)Dokter Spesialis Mikrobiologi Klinik;;25;;32
(Dokter)Dokter Spesialis Mikrobiologi Klinik Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Mikrobiologi Klinik;3
(Dokter)Dokter Spesialis Mikrobiologi Klinik Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Mikrobiologi Klinik;5
(Dokter)Dokter Spesialis Mikrobiologi Klinik Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Mikrobiologi Klinik;13
(Dokter)Dokter Spesialis Mikrobiologi Klinik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Mikrobiologi Klinik;11
(Dokter)Dokter Spesialis Neurologi;;33;;61
(Dokter)Dokter Spesialis Neurologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Neurologi;2
(Dokter)Dokter Spesialis Neurologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Neurologi;10
(Dokter)Dokter Spesialis Neurologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Neurologi;24
(Dokter)Dokter Spesialis Neurologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Neurologi;25
(Dokter)Dokter Spesialis Obstetri dan Ginekologi;;59;;49
(Dokter)Dokter Spesialis Obstetri dan Ginekologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Obstetri dan Ginekologi;4
(Dokter)Dokter Spesialis Obstetri dan Ginekologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Obstetri dan Ginekologi;6
(Dokter)Dokter Spesialis Obstetri dan Ginekologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Obstetri dan Ginekologi;20
(Dokter)Dokter Spesialis Obstetri dan Ginekologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Obstetri dan Ginekologi;19
(Dokter)Dokter Spesialis Onkologi Radiasi;;69;;20
(Dokter)Dokter Spesialis Onkologi Radiasi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Onkologi Radiasi;3
(Dokter)Dokter Spesialis Onkologi Radiasi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Onkologi Radiasi;3
(Dokter)Dokter Spesialis Onkologi Radiasi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Onkologi Radiasi;8
(Dokter)Dokter Spesialis Onkologi Radiasi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Onkologi Radiasi;6
(Dokter)Dokter Spesialis Orthopaedi dan Traumatologi;;8;;44
(Dokter)Dokter Spesialis Orthopaedi dan Traumatologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Orthopaedi dan Traumatologi;4
(Dokter)Dokter Spesialis Orthopaedi dan Traumatologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Orthopaedi dan Traumatologi;4
(Dokter)Dokter Spesialis Orthopaedi dan Traumatologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Orthopaedi dan Traumatologi;17
(Dokter)Dokter Spesialis Orthopaedi dan Traumatologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Orthopaedi dan Traumatologi;19
(Dokter)Dokter Spesialis Parasitologi Klinik;;878;;10
(Dokter)Dokter Spesialis Parasitologi Klinik Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Parasitologi Klinik;2
(Dokter)Dokter Spesialis Parasitologi Klinik Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Parasitologi Klinik;2
(Dokter)Dokter Spesialis Parasitologi Klinik Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Parasitologi Klinik;4
(Dokter)Dokter Spesialis Parasitologi Klinik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Parasitologi Klinik;2
(Dokter)Dokter Spesialis Patologi Anatomi;;28;;34
(Dokter)Dokter Spesialis Patologi Anatomi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Patologi Anatomi;6
(Dokter)Dokter Spesialis Patologi Anatomi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Patologi Anatomi;6
(Dokter)Dokter Spesialis Patologi Anatomi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Patologi Anatomi;11
(Dokter)Dokter Spesialis Patologi Anatomi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Patologi Anatomi;11
(Dokter)Dokter Spesialis Patologi Klinik;;29;;49
(Dokter)Dokter Spesialis Patologi Klinik Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Patologi Klinik;4
(Dokter)Dokter Spesialis Patologi Klinik Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Patologi Klinik;14
(Dokter)Dokter Spesialis Patologi Klinik Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Patologi Klinik;15
(Dokter)Dokter Spesialis Patologi Klinik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Patologi Klinik;16
(Dokter)Dokter Spesialis Penyakit Dalam;;30;;71
(Dokter)Dokter Spesialis Penyakit Dalam Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Penyakit Dalam;4
(Dokter)Dokter Spesialis Penyakit Dalam Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Penyakit Dalam;11
(Dokter)Dokter Spesialis Penyakit Dalam Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Penyakit Dalam;23
(Dokter)Dokter Spesialis Penyakit Dalam Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Penyakit Dalam;33
(Dokter)Dokter Spesialis Pulmonologi dan Kedokteran Respirasi (Paru);;70;;53
(Dokter)Dokter Spesialis Pulmonologi dan Kedokteran Respirasi (Paru) Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Pulmonologi dan Kedokteran Respirasi (Paru);3
(Dokter)Dokter Spesialis Pulmonologi dan Kedokteran Respirasi (Paru) Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Pulmonologi dan Kedokteran Respirasi (Paru);10
(Dokter)Dokter Spesialis Pulmonologi dan Kedokteran Respirasi (Paru) Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Pulmonologi dan Kedokteran Respirasi (Paru);17
(Dokter)Dokter Spesialis Pulmonologi dan Kedokteran Respirasi (Paru) Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Pulmonologi dan Kedokteran Respirasi (Paru);23
(Dokter)Dokter Spesialis Radiologi;;31;;52
(Dokter)Dokter Spesialis Radiologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Radiologi;7
(Dokter)Dokter Spesialis Radiologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Radiologi;8
(Dokter)Dokter Spesialis Radiologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Radiologi;19
(Dokter)Dokter Spesialis Radiologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Radiologi;18
(Dokter)Dokter Spesialis Telinga Hidung Tenggorok - Bedah Kepala dan Leher;;77;;45
(Dokter)Dokter Spesialis Telinga Hidung Tenggorok - Bedah Kepala dan Leher Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Telinga Hidung Tenggorok - Bedah Kepala dan Leher;6
(Dokter)Dokter Spesialis Telinga Hidung Tenggorok - Bedah Kepala dan Leher Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Telinga Hidung Tenggorok - Bedah Kepala dan Leher;10
(Dokter)Dokter Spesialis Telinga Hidung Tenggorok - Bedah Kepala dan Leher Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Spesialis Telinga Hidung Tenggorok - Bedah Kepala dan Leher;16
(Dokter)Dokter Spesialis Telinga Hidung Tenggorok - Bedah Kepala dan Leher Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Spesialis Telinga Hidung Tenggorok - Bedah Kepala dan Leher;13
(Dokter)Dokter Spesialis Urologi;;78;;0
